Car brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car old
M,2017,12.611537753638338,10.819778284410283,1,Individual,1,2,24.7,6.679599185844383,47.3,5.0,8
M,2010,12.506177237980511,11.695247021764184,0,Individual,1,4,19.3,7.129297548929373,73.9,5.0,15
H,2015,12.89921982609012,11.002099841204238,0,Individual,1,2,24.4,7.02108396428914,71.0,5.0,10
M,2015,12.542544882151386,10.239959789157341,1,Individual,1,2,22.74,6.679599185844383,47.3,5.0,10
M,2009,12.429216196844383,11.002099841204238,1,Individual,1,3,17.5,7.168579897264035,85.8,5.0,16
M,2012,13.112313041550827,11.289781913656018,0,Individual,1,2,19.3,7.129297548929373,73.9,5.0,13
F,2018,14.994165554305921,9.392661928770137,0,Individual,0,1,10.91,8.0702808933939,197.0,7.0,7
H,2019,13.458835614025542,8.411832675758411,1,Individual,1,1,19.5,7.089243155027514,88.76,5.0,6
T,2013,12.644327576461329,11.156250521031495,0,Individual,1,1,25.0,7.241366283322318,69.0,5.0,12
R,2017,13.38472764187182,11.695247021764184,0,Individual,1,1,19.87,7.2868764117507,83.8,5.0,8
H,2015,13.304684934198283,11.289781913656018,1,Individual,0,1,19.0,7.089243155027514,88.7,5.0,10
T,2009,11.918390573078392,11.918390573078392,0,Individual,1,4,11.57,7.68662133494462,138.1,7.0,16
M,2009,11.813030057420567,11.695247021764184,1,Individual,1,1,15.7,7.237059026124737,75.0,5.0,16
M,2014,13.38472764187182,10.819778284410283,0,Individual,1,1,23.4,7.129297548929373,74.0,5.0,11
H,2012,13.217673557208654,11.326595886778735,1,Individual,1,1,16.8,7.311218384419629,116.3,5.0,13
M,2017,13.38472764187182,9.903487552536127,0,Individual,1,1,28.4,7.129297548929373,74.02,5.0,8
T,2018,14.880221294956703,10.799575577092764,0,Individual,0,1,12.9,7.9211727215870145,174.5,7.0,7
H,2017,13.017002861746503,8.817297783866575,1,Individual,1,1,18.5,7.088408778675395,86.8,5.0,8
M,2015,13.38472764187182,10.165851817003619,1,Individual,1,1,20.73,7.224753405767971,91.1,5.0,10
H,2017,12.971540487669746,10.858998997563564,1,Individual,1,1,17.0,7.087573705557973,81.86,5.0,8
H,2017,13.949166942776948,10.839580911706463,0,Individual,0,1,17.01,7.366445148327599,126.2,5.0,8
M,2019,13.458835614025542,9.903487552536127,1,Individual,0,1,22.0,7.087573705557973,81.8,5.0,6
M,2011,12.345830240069793,9.825526011066415,1,Individual,1,1,18.5,7.087573705557973,85.8,5.0,14
M,2017,13.142164043914272,11.863582336583399,0,Individual,1,1,18.49,7.30854279753919,100.0,7.0,8
F,2016,13.415032991367148,10.829292876778869,1,Individual,1,1,15.85,7.312553498102598,110.4,5.0,9
T,2019,13.17115354157376,9.126958763037132,1,Individual,0,1,23.84,7.089243155027514,83.83,5.0,6
R,2016,13.151922179645874,10.596634733096073,0,Individual,1,1,19.87,7.2868764117507,83.8,5.0,9
M,2020,13.353475098367715,8.517193191416238,1,Individual,1,1,21.01,7.087573705557973,81.8,5.0,5
D,2019,12.506177237980511,7.7406644019172415,1,Individual,1,1,22.7,6.683360945766275,53.64,5.0,6
M,2016,12.611537753638338,10.596634733096073,1,Individual,1,1,22.74,6.679599185844383,47.3,5.0,9
M,2012,12.429216196844383,11.686878772093667,0,Individual,1,1,14.0,7.819636302367592,95.0,8.0,13
M,2005,11.407564949312402,11.512925464970229,1,Individual,1,4,19.7,6.679599185844383,46.3,5.0,20
M,2017,13.527828485512494,11.512925464970229,0,Individual,1,1,24.52,7.129297548929373,88.5,7.0,8
M,2009,11.813030057420567,10.819778284410283,1,Individual,1,2,18.9,6.966967138613983,67.0,5.0,16
M,2013,12.524526376648708,11.289781913656018,1,Individual,1,2,15.1,7.086737934510577,73.0,5.0,12
T,2018,13.514405465180353,9.615805480084347,1,Individual,1,1,17.0,7.088408778675395,108.5,5.0,7
H,2019,13.444446876573442,7.172424577124845,1,Dealer,1,1,17.8,7.088408778675395,86.7,5.0,6
A,2018,15.19553530607057,10.367221568768269,0,Dealer,0,1,17.01,7.584773077612199,188.0,5.0,7
L,2019,15.454507272639919,9.903487552536127,1,Dealer,0,1,22.37,7.818832443803404,214.56,5.0,6
J,2017,14.978661367769956,10.714417768752456,0,Dealer,0,1,19.33,7.6004023345004,177.0,5.0,8
J,2017,15.226497531674536,9.740968623038354,1,Individual,0,1,9.5,8.189799618728228,280.0,5.0,8
T,2018,13.815510557964274,8.365206834418355,1,Trustmark Dealer,1,1,17.1,7.310550158534422,105.5,5.0,7
T,2018,13.815510557964274,8.56197533418813,1,Trustmark Dealer,1,1,17.1,7.310550158534422,105.5,5.0,7
H,2019,13.217673557208654,8.45553053102413,1,Trustmark Dealer,1,1,20.7,7.087573705557973,81.86,5.0,6
M,2016,13.304684934198283,8.818334283552174,1,Trustmark Dealer,1,1,21.01,7.087573705557973,81.8,5.0,9
S,2016,13.422467969854667,10.24643875525505,1,Trustmark Dealer,0,1,14.3,7.37650812632622,103.52,5.0,9
N,2019,13.764217263576723,9.35296777022594,1,Trustmark Dealer,1,1,14.23,7.311886164077165,104.55,5.0,6
H,2017,13.652991628466498,9.366317953430535,1,Trustmark Dealer,1,1,17.8,7.311218384419629,117.3,5.0,8
T,2016,14.508657738524219,11.128570951924754,1,Trustmark Dealer,0,1,19.16,7.821643126239982,157.7,5.0,9
T,2012,13.217673557208654,10.963497603422296,1,Trustmark Dealer,0,1,14.53,7.492203042618741,138.1,5.0,13
M,2018,13.737549016494562,10.073736528095813,0,Trustmark Dealer,1,1,28.09,7.129297548929373,88.5,5.0,7
F,2015,13.345506928718539,11.1657764336849,1,Trustmark Dealer,0,1,16.5,7.312553498102598,110.0,5.0,10
M,2014,12.206072645530174,10.67777683621291,1,Dealer,1,2,22.74,6.679599185844383,47.3,5.0,11
H,2014,13.36138027787483,11.277342362262429,1,Trustmark Dealer,0,1,18.0,7.311218384419629,117.3,5.0,11
H,2016,13.217673557208654,10.941889716805212,1,Trustmark Dealer,1,1,18.2,7.089243155027514,88.7,5.0,9
M,2014,12.959844447906553,10.819778284410283,0,Individual,1,2,21.79,7.129297548929373,88.73,5.0,11
M,2011,12.301382825334498,10.596634733096073,1,Individual,1,1,18.9,6.905753276311464,67.1,5.0,14
H,2018,13.287877815881902,9.210340371976184,1,Individual,1,1,18.9,7.087573705557973,81.86,5.0,7
M,2017,13.560618308335483,10.46310334047155,0,Individual,1,1,16.55,7.823245690685523,105.0,6.0,8
M,2015,12.765688433465597,10.976782033219948,1,Individual,1,1,18.5,7.087573705557973,85.8,5.0,10
M,2018,13.262125319779487,9.903487552536127,1,Individual,1,1,21.4,7.087573705557973,83.1,5.0,7
N,2011,12.206072645530174,10.680516217076775,1,Individual,1,2,18.06,7.088408778675395,75.0,5.0,14
T,2018,14.269765830241871,10.308952660644293,0,Individual,1,1,17.6,7.68662133494462,153.86,7.0,7
F,2015,13.304684934198283,11.05089000537367,0,Individual,1,1,22.77,7.311886164077165,98.59,5.0,10
M,2016,13.487006490992238,10.46310334047155,0,Individual,1,1,15.96,7.833203948641057,62.1,7.0,9
T,2012,11.970350312009105,11.608235644774552,0,Individual,1,2,19.09,7.241366283322318,69.0,5.0,13
T,2018,14.269765830241871,10.126631103850338,0,Individual,1,1,17.6,7.68662133494462,153.86,7.0,7
H,2017,13.270783382522602,10.308952660644293,1,Individual,0,1,17.36,7.087573705557973,81.86,5.0,8
M,2012,12.948009990259552,10.819778284410283,0,Individual,1,1,15.96,7.833203948641057,62.1,7.0,13
M,2018,13.997832114758229,10.46310334047155,0,Individual,1,1,17.3,7.311218384419629,121.0,8.0,7
R,2018,12.765688433465597,10.308952660644293,1,Individual,1,1,23.01,6.906754778648554,67.0,5.0,7
H,2014,13.38472764187182,10.933106969717286,1,Individual,1,1,17.4,7.311218384419629,117.3,5.0,11
M,2017,12.89921982609012,9.449357272446683,1,Individual,1,1,20.51,6.905753276311464,67.04,5.0,8
T,2018,13.458835614025542,10.46310334047155,0,Individual,1,1,21.5,7.311218384419629,108.5,5.0,7
H,2017,13.16158409055761,10.308952660644293,1,Individual,1,1,19.1,7.087573705557973,82.0,5.0,8
M,2012,13.017002861746503,11.695247021764184,0,Individual,1,1,12.05,7.68662133494462,120.0,9.0,13
T,2017,13.652991628466498,11.512925464970229,0,Individual,1,1,14.1,7.68662133494462,147.94,7.0,8
R,2017,12.765688433465597,10.4341158035983,1,Individual,1,1,25.17,6.683360945766275,53.3,5.0,8
M,2011,13.017002861746503,10.933106969717286,0,Individual,1,1,13.0,7.819636302367592,95.0,8.0,14
H,2008,12.013700752882718,11.407564949312402,1,Individual,1,1,19.81,6.990256500493881,68.05,5.0,17
H,2010,11.982929094215963,11.082142548877775,1,Individual,1,2,17.92,6.990256500493881,62.1,5.0,15
T,2011,12.611537753638338,11.289781913656018,0,Individual,1,1,13.93,7.68662133494462,138.0,7.0,14
M,2012,13.217673557208654,11.407564949312402,0,Individual,1,3,12.05,7.68662133494462,120.0,8.0,13
M,2015,12.560244459250788,10.596634733096073,1,Individual,1,1,23.95,6.905753276311464,67.05,5.0,10
H,2016,13.652991628466498,10.968198289528557,0,Individual,1,1,19.67,7.366445148327599,126.2,5.0,9
F,2018,13.458835614025542,9.857443614034722,1,Individual,1,1,19.0,7.085064293952548,94.68,5.0,7
M,2018,13.710150042306449,10.126631103850338,1,Individual,1,1,19.34,7.2875606403097235,103.0,7.0,7
M,2005,12.100712129872347,10.80881844417394,1,Individual,1,1,19.7,6.679599185844383,46.3,5.0,20
H,2016,12.301382825334498,11.512925464970229,1,Individual,1,1,21.1,6.70196036600254,55.2,5.0,9
T,2013,11.695247021764184,11.695247021764184,0,Individual,1,1,22.3,7.129297548929373,74.0,5.0,12
H,2010,12.301382825334498,11.407564949312402,1,Individual,1,4,17.0,7.087573705557973,80.0,5.0,15
C,2013,12.948009990259552,10.75395894337299,0,Individual,1,2,22.1,7.129297548929373,76.9,5.0,12
T,2013,11.982929094215963,11.608235644774552,0,Individual,1,1,19.4,7.247792581767846,70.0,5.0,12
H,2015,12.429216196844383,11.289781913656018,1,Individual,1,1,21.1,6.70196036600254,55.2,5.0,10
M,2013,12.86099861326992,11.512925464970229,0,Individual,1,3,20.77,7.129297548929373,88.8,7.0,12
M,2014,12.669806661762314,11.289781913656018,1,Individual,1,1,20.51,6.905753276311464,67.06,5.0,11
H,2018,13.081541382884074,10.596634733096073,1,Individual,1,1,20.14,7.087573705557973,81.86,5.0,7
M,2015,12.706847933442663,11.156250521031495,1,Individual,1,3,23.1,6.905753276311464,67.04,5.0,10
T,2011,11.931635799828413,11.289781913656018,0,Individual,1,1,17.0,7.247792581767846,71.0,5.0,14
M,2014,12.429216196844383,10.596634733096073,1,Individual,1,1,22.74,6.679599185844383,47.3,5.0,11
T,2011,12.421184025147118,11.289781913656018,0,Individual,1,1,17.0,7.247792581767846,71.0,5.0,14
N,2011,12.611537753638338,11.002099841204238,1,Individual,1,2,18.06,7.088408778675395,75.0,5.0,14
H,2017,13.217673557208654,10.819778284410283,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,8
H,2016,13.38472764187182,10.308952660644293,0,Individual,1,1,22.54,7.241366283322318,88.73,5.0,9
H,2017,13.005829561148378,10.126631103850338,1,Individual,1,1,18.9,7.087573705557973,82.0,5.0,8
T,2010,13.017002861746503,12.718896271958837,0,Individual,1,1,12.8,7.821643126239982,102.0,7.0,15
M,2016,13.304684934198283,11.512925464970229,0,Individual,1,1,17.45,7.30854279753919,100.0,7.0,9
R,2014,13.112313041550827,12.072541252905651,0,Individual,1,1,19.01,7.2868764117507,108.45,5.0,11
M,2011,12.301382825334498,11.082142548877775,1,Individual,0,3,12.6,7.368970402194793,103.3,5.0,14
M,2011,12.468436909997665,11.082142548877775,1,Individual,0,3,12.6,7.368970402194793,103.3,5.0,14
H,2009,11.918390573078392,11.407564949312402,1,Individual,1,1,17.92,6.990256500493881,62.1,5.0,16
F,2011,12.206072645530174,11.289781913656018,0,Individual,1,2,20.0,7.243512974665482,68.0,5.0,14
M,2018,14.197365800433305,11.608235644774552,0,Individual,1,1,16.36,7.68662133494462,140.0,7.0,7
T,2012,12.560244459250788,11.289781913656018,0,Individual,1,2,,,,,13
H,2008,12.429216196844383,11.002099841204238,1,Individual,0,3,20.0,7.199678345691172,108.5,5.0,17
M,2014,12.644327576461329,11.982929094215963,0,Individual,1,1,14.95,7.819636302367592,93.7,7.0,11
M,2010,13.304684934198283,11.52163740557225,0,Individual,0,1,11.79,7.68662133494462,120.0,8.0,15
M,2018,13.235692062711331,9.903487552536127,1,Individual,1,1,21.4,7.087573705557973,83.1,5.0,7
M,2016,13.122363377404328,10.308952660644293,1,Individual,1,1,20.85,7.087573705557973,83.14,5.0,9
H,2013,12.506177237980511,11.678439903447801,0,Individual,1,1,24.0,7.02108396428914,70.0,5.0,12
H,2013,12.948009990259552,11.141861783579396,0,Individual,1,3,22.32,7.366445148327599,126.32,5.0,12
M,2015,12.983099011217604,10.126631103850338,1,Individual,1,2,20.85,7.087573705557973,83.14,5.0,10
H,2015,12.89921982609012,11.512925464970229,1,Individual,0,1,16.9,7.087573705557973,81.86,5.0,10
M,2015,13.060487973686241,11.608235644774552,0,Individual,1,1,26.59,7.129297548929373,74.0,5.0,10
N,2015,13.081541382884074,11.002099841204238,0,Individual,1,3,20.45,7.2868764117507,83.8,5.0,10
H,2008,11.56171562913966,11.759785542901755,1,Individual,1,1,0.0,6.990256500493881,62.0,5.0,17
T,2017,12.691580461311874,11.695247021764184,0,Individual,1,1,27.28,6.953684210870537,69.0,5.0,8
T,2012,12.542544882151386,11.289781913656018,0,Individual,1,2,,,,,13
H,2020,13.422467969854667,8.517193191416238,1,Individual,0,1,20.7,7.087573705557973,81.86,5.0,5
H,2009,12.043553716032399,11.407564949312402,1,Individual,1,2,20.36,7.087573705557973,78.9,5.0,16
H,2017,14.038654109278484,11.407564949312402,0,Individual,1,1,19.67,7.366445148327599,126.2,5.0,8
H,2012,13.304684934198283,11.877776890193095,1,Individual,1,1,12.8,7.763871287820222,177.6,5.0,13
H,2014,13.617058399727497,12.206072645530174,0,Individual,1,1,25.1,7.311886164077165,98.6,5.0,11
H,2016,13.38472764187182,10.275051108968611,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,9
M,2009,12.206072645530174,12.078239274020289,0,Individual,1,2,17.0,7.2868764117507,66.0,5.0,16
T,2013,12.206072645530174,11.918390573078392,0,Individual,1,1,19.09,7.241366283322318,69.0,5.0,12
M,2016,12.301382825334498,11.407564949312402,1,Individual,1,1,16.8,6.679599185844383,34.2,8.0,9
V,2014,13.122363377404328,11.156250521031495,1,Individual,1,2,15.04,7.37650812632622,103.2,5.0,11
M,2007,12.072541252905651,11.502875129116727,0,Individual,1,2,19.2,7.2868764117507,65.0,5.0,18
T,2018,13.017002861746503,8.517193191416238,1,Individual,1,1,23.84,7.089243155027514,84.0,5.0,7
C,2008,12.254862809699606,11.407564949312402,0,Individual,1,4,16.52,7.596392304064196,123.7,5.0,17
M,2011,12.506177237980511,11.396391648714276,0,Individual,1,2,21.1,7.129297548929373,73.9,5.0,14
T,2006,11.608235644774552,11.385092093460344,0,Individual,1,2,16.8,7.247792581767846,62.0,5.0,19
M,2015,13.081541382884074,10.308952660644293,0,Individual,1,1,26.59,7.129297548929373,74.0,5.0,10
M,2016,13.38472764187182,10.819778284410283,0,Individual,0,2,26.59,7.129297548929373,74.0,5.0,9
M,2013,13.081541382884074,11.289781913656018,0,Individual,1,1,23.4,7.129297548929373,74.0,5.0,12
H,2016,13.458835614025542,10.596634733096073,0,Individual,1,1,22.54,7.241366283322318,88.73,5.0,9
M,2015,13.38472764187182,11.608235644774552,0,Individual,1,3,20.77,7.129297548929373,88.76,7.0,10
H,2015,14.077874822431765,10.778956289890028,0,Individual,1,2,19.67,7.366445148327599,126.2,5.0,10
V,2016,14.115615150414612,11.48246625748552,0,Individual,0,1,16.96,7.584773077612199,138.03,5.0,9
V,2016,13.815510557964274,11.002099841204238,0,Individual,0,1,22.15,7.311886164077165,108.6,5.0,9
M,2011,14.346138809026444,11.608235644774552,0,Individual,0,3,0.0,8.00202481821611,165.0,5.0,14
T,2018,13.892471599100402,9.457200449907708,1,Individual,0,1,17.8,7.310550158534422,105.5,5.0,7
H,2012,12.043553716032399,10.596634733096073,1,Individual,1,1,21.1,6.70196036600254,55.2,5.0,13
M,2017,13.321214236149494,10.799575577092764,0,Individual,1,1,28.4,7.129297548929373,74.0,5.0,8
M,2014,12.765688433465597,10.126631103850338,1,Individual,1,1,18.5,7.087573705557973,85.8,5.0,11
M,2016,12.468436909997665,11.082142548877775,1,Individual,1,2,22.74,6.679599185844383,47.3,5.0,9
F,2015,13.458835614025542,9.903487552536127,0,Individual,1,1,20.4,7.129297548929373,91.7,5.0,10
V,2018,13.426902566922532,9.740968623038354,1,Individual,1,1,18.78,6.906754778648554,75.0,5.0,7
M,2015,13.592367006650065,9.615805480084347,0,Individual,1,1,23.65,7.129297548929373,88.5,5.0,10
T,2014,12.89921982609012,11.695247021764184,0,Individual,1,2,23.59,7.218176838403408,67.04,5.0,11
H,2010,12.611537753638338,10.799575577092764,1,Individual,1,1,18.5,7.087573705557973,80.0,5.0,15
H,2016,13.16158409055761,10.275051108968611,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,9
N,2017,13.652991628466498,10.915088464214607,0,Individual,0,1,19.61,7.2868764117507,108.5,5.0,8
M,2019,14.19394699368452,8.517193191416238,0,Individual,1,1,17.3,7.311218384419629,121.0,7.0,6
T,2017,13.62918097977278,10.46310334047155,0,Individual,1,1,21.5,7.311218384419629,108.5,5.0,8
D,2018,12.971540487669746,8.517193191416238,1,Individual,1,2,20.63,7.088408778675395,67.0,5.0,7
F,2017,13.652991628466498,11.002099841204238,0,Individual,1,1,22.77,7.311886164077165,98.59,5.0,8
M,2017,13.38472764187182,11.156250521031495,1,Individual,1,1,20.85,7.087573705557973,83.14,5.0,8
H,2008,11.695247021764184,11.695247021764184,0,Individual,1,2,16.8,7.30854279753919,110.0,5.0,17
M,2016,13.500799813124575,11.08367982819666,0,Individual,1,2,18.49,7.30854279753919,100.0,7.0,9
M,2019,13.17115354157376,9.903487552536127,1,Individual,0,1,20.89,7.087573705557973,81.8,5.0,6
H,2015,13.304684934198283,11.589886506106357,0,Individual,1,1,21.19,7.241366283322318,88.73,5.0,10
M,2019,13.122363377404328,9.615805480084347,1,Individual,1,1,21.21,7.087573705557973,81.8,5.0,6
H,2009,11.918390573078392,11.251560700835821,1,Individual,1,1,17.92,6.990256500493881,62.1,5.0,16
M,2015,12.923909999653127,9.825526011066415,1,Individual,1,1,20.51,6.905753276311464,67.04,5.0,10
M,2016,13.345506928718539,11.695247021764184,0,Individual,1,1,18.49,7.30854279753919,100.0,7.0,9
R,2015,12.577636201962656,9.629050706834368,1,Individual,1,1,25.17,6.683360945766275,53.3,5.0,10
H,2015,13.122363377404328,10.46310334047155,1,Individual,1,1,17.3,7.311218384419629,117.3,7.0,10
H,2011,13.071070083016778,11.289781913656018,0,Individual,1,1,22.32,7.366445148327599,126.32,5.0,14
H,2013,12.154779351142624,11.156250521031495,1,Individual,1,1,21.1,6.70196036600254,55.2,5.0,12
M,2014,13.527828485512494,11.289781913656018,0,Individual,1,2,15.1,7.68662133494462,140.0,7.0,11
N,2014,13.17115354157376,11.695247021764184,0,Individual,1,2,19.01,7.2868764117507,108.5,5.0,11
C,2012,13.112313041550827,11.314474526246391,0,Individual,1,3,17.3,7.599901959208498,163.7,5.0,13
J,2017,14.780591454007862,9.104979856318357,0,Dealer,0,1,13.6,7.6004023345004,177.0,5.0,8
L,2019,15.454507272639919,9.903487552536127,1,Dealer,0,1,22.37,7.818832443803404,214.56,5.0,6
J,2017,14.978661367769956,10.714417768752456,0,Dealer,0,1,19.33,7.6004023345004,177.0,5.0,8
T,2015,13.128345449081877,11.608235644774552,0,Individual,1,1,14.1,7.68662133494462,147.94,7.0,10
V,2019,15.150511624696614,9.903487552536127,0,Individual,0,1,18.0,7.585281078639126,190.0,5.0,6
T,2016,14.508657738524219,11.128570951924754,1,Trustmark Dealer,0,1,19.16,7.821643126239982,157.7,5.0,9
M,2013,12.323855681186558,10.97409466479416,1,Trustmark Dealer,1,1,21.79,6.905753276311464,67.05,5.0,12
M,2018,13.514405465180353,10.566613573984062,0,Dealer,1,1,27.39,7.129297548929373,74.0,5.0,7
H,2016,13.217673557208654,10.941889716805212,1,Trustmark Dealer,1,1,18.2,7.089243155027514,88.7,5.0,9
T,2013,13.527828485512494,11.281346434834918,0,Trustmark Dealer,1,2,12.99,7.821643126239982,100.6,7.0,12
M,2019,13.38472764187182,8.634264863002075,1,Trustmark Dealer,0,1,22.0,7.087573705557973,81.8,5.0,6
T,2017,13.345506928718539,10.147922817984627,1,Trustmark Dealer,1,1,16.78,7.310550158534422,88.73,5.0,8
M,2018,13.304684934198283,11.153088383884281,1,Dealer,0,1,22.0,7.087573705557973,81.8,5.0,7
H,2017,13.017002861746503,10.938272178458073,0,Dealer,1,1,24.0,7.078341579557671,73.97,5.0,8
B,2019,15.501909511534503,8.922658299524402,0,Dealer,0,1,16.78,7.598399329323964,190.0,5.0,6
B,2019,15.520258650202699,9.047821442478408,0,Dealer,0,1,16.78,7.598399329323964,190.0,5.0,6
H,2019,13.565766324852886,8.858226439365012,1,Trustmark Dealer,0,1,19.0,7.089243155027514,88.76,5.0,6
S,2016,13.37700559577791,9.305650551780507,1,Dealer,0,1,14.3,7.37650812632622,103.5,5.0,9
V,2018,14.721750953984929,7.600902459542082,0,Dealer,0,1,16.8,7.592870287844818,150.0,5.0,7
H,2010,12.679196402112153,11.002099841204238,1,Individual,0,2,16.8,7.311218384419629,118.0,5.0,15
T,2017,13.279367126213993,10.819778284410283,1,Individual,1,1,17.71,7.087573705557973,78.9,5.0,8
F,2011,12.323855681186558,11.156250521031495,0,Individual,1,1,20.0,7.243512974665482,68.0,5.0,14
H,2017,13.122363377404328,11.156250521031495,0,Individual,1,1,25.8,7.311886164077165,98.6,5.0,8
H,2011,12.765688433465597,11.407564949312402,0,Individual,1,3,23.0,7.241366283322318,90.0,5.0,14
M,2016,13.53579665516167,11.156250521031495,0,Individual,1,2,24.52,7.129297548929373,88.5,7.0,9
M,2014,12.388394202324129,10.819778284410283,1,Individual,1,1,22.74,6.679599185844383,47.3,5.0,11
M,2012,11.289781913656018,11.695247021764184,1,Individual,1,2,19.7,6.679599185844383,35.0,8.0,13
H,2019,13.592367006650065,8.517193191416238,1,Individual,1,1,17.19,7.087573705557973,81.86,5.0,6
T,2018,14.038654109278484,10.126631103850338,0,Individual,1,1,17.6,7.68662133494462,147.94,7.0,7
M,2009,12.676076274775909,11.289781913656018,0,Individual,1,3,12.05,7.68662133494462,120.0,7.0,16
H,2017,13.142164043914272,10.126631103850338,1,Individual,1,1,18.9,7.087573705557973,82.0,5.0,8
T,2019,13.38472764187182,9.615805480084347,0,Individual,1,1,22.95,7.129297548929373,74.0,5.0,6
M,2011,12.254862809699606,10.46310334047155,1,Individual,1,2,20.92,6.905753276311464,67.1,5.0,14
M,2008,11.608235644774552,11.289781913656018,1,Individual,1,2,19.7,6.679599185844383,46.3,5.0,17
T,2017,13.407542319637992,10.126631103850338,0,Individual,1,1,21.5,7.311218384419629,108.5,5.0,8
V,2017,13.226723392728571,10.858998997563564,0,Individual,1,1,21.66,7.311886164077165,108.62,5.0,8
V,2017,13.235692062711331,10.858998997563564,0,Individual,1,1,21.66,7.311886164077165,108.62,5.0,8
M,2016,12.834681304952548,11.289781913656018,0,Individual,1,1,25.32,7.088408778675395,77.0,6.0,9
M,2011,12.577636201962656,11.251560700835821,0,Individual,1,2,,,,,14
T,2017,14.897315728316002,10.819778284410283,0,Individual,0,1,15.04,7.9211727215870145,174.5,7.0,8
M,2017,13.312983737012978,11.751942365440728,0,Individual,1,1,28.4,7.129297548929373,74.02,5.0,8
H,2017,13.487006490992238,10.308952660644293,1,Individual,1,1,17.5,7.089243155027514,88.7,5.0,8
M,2017,13.592367006650065,11.156250521031495,0,Individual,1,1,24.52,7.129297548929373,88.5,7.0,8
M,2017,14.09692301740246,10.896739325546411,0,Individual,1,1,16.0,7.68662133494462,140.0,7.0,8
M,2011,13.345506928718539,11.695247021764184,0,Individual,1,2,10.5,7.949797216161852,116.9,6.0,14
H,2011,12.765688433465597,11.665646551987892,0,Individual,1,1,23.0,7.241366283322318,90.0,5.0,14
T,2012,13.304684934198283,11.884489021402711,0,Individual,1,2,12.99,7.821643126239982,100.0,8.0,13
H,2012,12.611537753638338,11.695247021764184,1,Individual,1,1,18.5,7.087573705557973,82.85,5.0,13
T,2011,12.388394202324129,11.695247021764184,0,Individual,1,1,13.93,7.68662133494462,138.1,7.0,14
F,2016,12.840000466430148,11.289781913656018,0,Individual,1,1,25.83,7.311886164077165,99.0,5.0,9
M,2013,13.017002861746503,11.84939770159144,1,Individual,1,1,16.02,7.224753405767971,93.7,7.0,12
H,2008,11.982929094215963,11.512925464970229,1,Individual,1,4,13.9,7.377133712833954,103.2,5.0,17
H,2019,13.17115354157376,11.512925464970229,1,Individual,1,1,20.14,7.087573705557973,81.86,5.0,6
T,2011,13.217673557208654,12.031719258385396,0,Individual,1,2,12.8,7.821643126239982,102.0,8.0,14
C,2010,12.506177237980511,11.695247021764184,0,Individual,1,3,18.3,7.596392304064196,147.9,5.0,15
T,2016,13.253391639810733,11.884489021402711,0,Individual,1,2,23.59,7.218176838403408,67.05,5.0,9
F,2011,12.323855681186558,11.407564949312402,0,Individual,1,2,20.0,7.243512974665482,68.0,5.0,14
H,2019,13.287877815881902,11.407564949312402,1,Individual,1,1,20.14,7.087573705557973,81.86,5.0,6
J,2018,14.331323723241304,11.289781913656018,0,Individual,1,1,17.1,7.578656850594762,170.0,5.0,7
F,2019,13.592367006650065,10.404262840448617,1,Dealer,1,1,19.4,7.085064293952548,94.93,5.0,6
C,2014,13.017002861746503,9.51044496442652,1,Individual,1,1,18.2,7.089243155027514,82.4,5.0,11
T,2012,12.611537753638338,11.289781913656018,0,Individual,1,1,17.0,7.247792581767846,70.0,5.0,13
H,2017,13.37700559577791,9.903487552536127,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,8
M,2013,13.16158409055761,10.968198289528557,0,Individual,1,1,23.4,7.129297548929373,74.0,5.0,12
H,2013,12.206072645530174,10.596634733096073,1,Individual,1,1,21.1,6.70196036600254,55.2,5.0,12
H,2015,13.458835614025542,10.308952660644293,1,Individual,1,1,17.4,7.311218384419629,117.3,5.0,10
M,2000,10.714417768752456,10.819778284410283,1,Individual,1,2,16.1,6.679599185844383,37.0,4.0,25
F,2016,13.038979594549872,11.198214720130528,0,Individual,1,1,25.83,7.311886164077165,99.0,5.0,9
M,2014,12.691580461311874,11.407564949312402,0,Individual,1,2,23.2,7.129297548929373,73.94,5.0,11
M,2015,12.765688433465597,10.819778284410283,1,Individual,1,2,20.51,6.905753276311464,67.04,5.0,10
H,2011,12.994530005894443,11.289781913656018,0,Individual,1,3,22.32,7.366445148327599,126.3,5.0,14
H,2011,12.676076274775909,11.156250521031495,0,Individual,1,2,21.9,7.241366283322318,90.0,5.0,14
C,2011,12.037653993905211,10.621327345686446,1,Individual,1,1,18.0,6.902742737158593,62.0,5.0,14
V,2013,12.765688433465597,10.819778284410283,1,Individual,1,4,16.47,7.088408778675395,73.9,5.0,12
F,2014,12.765688433465597,11.63714110035715,0,Dealer,1,1,19.68,7.243512974665482,67.0,5.0,11
F,2013,12.644327576461329,11.407564949312402,0,Individual,1,2,20.0,7.243512974665482,68.1,5.0,12
M,2007,11.918390573078392,11.156250521031495,1,Individual,1,3,,,,,18
